A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,class
0.8175871502827883,1.463689945869096,1.133309357768403,0.2991190872583924,1.2759768838617125,0.9144087648208705,1.089412492968084,2.080693509361769,0.7701109895741836,0.5882469730856974,1.6491494886044555,1.0710542732081796,0.5243849166242918,2.782846904141204,1.358150164369991,-0.4720487867934533,0.6227287414779449,1.1738726571574405,0.7914355917273135,1.2175503341650857,1.3072522104517854,1.947124440394394,0.8150843677503398,1.0665067160150987,1.3157122111435444,0.9947430199362541,1.1827968585592796,1.411806867382567,1.6948780194014346,0.7484952315333631,1
0.7120297358243077,1.463220798077469,1.4094033172885374,1.048972966195743,1.3646867182749514,1.4111812197062998,0.935074177548031,0.9447422736881681,1.1971239141262657,0.5320284554647826,1.8533543950931093,1.305896261984599,0.5528961307360817,0.9846432352607761,1.3360869140203955,1.5426237678158075,0.7536201941319811,1.0569517157115076,0.7109575123872873,0.9477149147599224,1.382952660975942,1.580617612919156,1.1139860304757834,1.1634619736257708,0.9831523601409147,1.1091155802943884,1.1306270399383578,2.109449211431316,-0.33955626428271046,1.7020306297667944,1
1.1945542738852883,1.4637395388721768,1.7274996575142,0.8356610654849825,1.7849299622008608,1.6485479213931629,0.12866949025718533,0.9224161346801665,1.717960348357869,0.6416765616767791,-0.7227857909391107,1.5007388725160413,0.7015259621644763,1.55451322491046,1.444988353797449,0.6674070611044218,0.8927860760255123,1.956956013745626,0.7733543612235306,3.873106812861294,1.2378109355558042,-1.536679154673278,1.8064477533689054,1.1991374992785253,0.891283224034498,1.4247465106586454,0.9640923950301376,1.6653257660411516,-0.5488229588543615,1.0128396720794546,1
1.060803653264058,1.4635607465071088,1.5464838484071766,0.27595495274115955,1.202176756869397,1.9735616815065486,1.1475032349320031,0.7519179757954054,1.172290636026684,0.7065473682261504,3.0864025494384784,1.4722057749085355,0.7262122534396932,0.8535766005448712,1.1785694579432897,1.4978927783160487,0.9269000578120438,-1.3309818610264164,0.6722598251233146,2.058224724578886,2.1996598226644912,-0.31168481504479384,0.951138485000997,1.318215870540776,1.0185279792189221,0.7721655823298771,1.1269604566142886,1.3840390975750374,-0.8625337515469368,0.9053083520287217,1
1.0292593225934135,1.4639015330318168,1.758317330918306,1.4088716402894035,1.4076018481134493,2.1545533688918708,0.8593636544984308,1.2831078312839161,1.9299960805991494,0.6491657662244371,1.1015662361282692,1.3417224308319868,0.6910256167136601,1.3853064084092246,1.3834603394069633,1.2596242594375726,0.7646121820800714,-0.02430762964621913,0.7115105323778481,-1.1904630763386166,1.097095815862041,-0.3271711387446202,1.4902407414992291,1.2439858588688737,1.0719354883266174,0.5746288059966247,0.8925846011068126,0.27454868884896877,1.1970958824076119,0.9268058148396665,1
1.476566844913266,1.4627572404604632,1.4071622449892534,1.4793089363818352,2.138141405341109,1.7255121777218498,0.7358848608985109,1.773097804523866,0.5505691524527462,0.6703993036288229,1.9480055835641241,1.0314725927263573,0.7231805180673024,0.22480423096765467,1.3080495574995625,0.6024672677868307,0.9818568407932733,-1.255530042401836,0.6148004847071323,1.235151503279429,2.5423000648885843,2.0994497800444636,1.9955481268769075,1.2186386844051484,0.7439384566552788,1.2096779742311963,1.9986899708635257,2.4206635219973123,1.2552479176681401,0.8848237490201771,1
1.2374471448823536,0.2969689492012306,0.8352140627608865,1.602549114082021,1.29787114879495,1.008964668782159,1.271491709001452,1.5556306279185126,0.9971117603769588,1.0073749824547593,1.1342513403285093,2.037599788451492,0.3726622897914309,0.3996731531120889,0.23917331913171658,0.7262606220410279,2.280896912616933,0.9644424345364941,0.6875189270778801,-0.20230414757700244,0.1569688192621177,1.012126430232564,0.7202367577397994,0.6205602561677469,0.9878326039311309,1.4923588190970207,1.0391447216952456,-0.8966095248399935,1.9269118424437375,1.4767741431398544,1
0.858000110835369,0.7140908022539877,1.660839878064842,0.622886723021207,1.5785952379030834,1.0560616569336334,0.6503446353133556,1.514235672817502,0.37517490629469186,2.1583655171021903,1.7865899363797442,1.0612541190228637,0.9627311029056513,-0.23985464162135883,0.30810369861859455,0.684710103302289,1.0251406563819025,1.476628601549769,1.4135448792076541,3.1051016881096984,-0.4832954601558477,1.4274340983680398,0.6521766802747374,1.0142881910430697,1.3099520528521271,1.3950820243967599,1.262463310105815,-0.1143673845738492,1.5056483359907509,1.4470964238067263,1
1.3757370035914316,1.0686687524385572,2.2818049645032907,0.7968245189263361,1.3372642852008538,1.0936377220065903,1.3017183579663854,1.5248368171086153,0.8087559589595379,1.2214693428445904,2.316206665712046,1.2676592641724078,1.9553813290148123,0.6369001673423882,0.09748085934899198,0.6560228744389404,1.077969599527257,0.9552928965175453,1.1282461239553963,0.49334081782452055,0.7323744683171057,1.2674279773197492,1.200194576479783,1.058008154424326,0.7894371222271771,1.3219021945013358,0.10942330688643387,1.4190268195421063,1.9480819555506892,1.6078807223388047,1
1.193398048823754,0.44937587973574333,0.1497893939416448,0.44207132582400765,1.4491105295772941,1.1002198235065512,1.474039231898079,1.520037287672494,0.9436187176542749,1.4302522373621984,1.7017490709235035,1.8946288316491606,1.33339604568685,-0.5076694424058523,0.2356740700989533,0.8007311991585533,0.9283857066936896,1.4438793171956663,0.9610393973388772,1.4699061844725076,0.2941379516527972,1.9651533697388905,0.0394023595304448,1.4234140459134774,0.9945637999521456,1.987240611877262,0.8324205357235295,0.562614931080645,-0.015181516677437612,1.8205526522064548,1
1.4184085533326543,0.4422109142955066,0.5486609808877662,1.341117567697833,1.605915281887994,1.0592177349048877,1.3492933348021414,1.5267209801786041,0.9357732092352655,0.9391381154802592,2.616357328767709,1.1039390939130067,1.8332983922766974,0.8097600523162664,0.891554172253452,0.8179577340084879,0.5475104485942804,1.0277309219593684,0.7939750233450601,0.7387002832818703,2.2384930539765646,1.9279045638421717,1.0964607530294204,1.4940408017510234,1.4940010388144889,1.7599672012270726,0.2646940186041962,1.2854696430466124,-0.5129494143590434,0.40256163680846424,1
0.678301523853363,1.2959555458151022,-0.9267070172259115,1.8641407628111093,1.6212225156428028,1.008397369370645,1.612533717056995,1.5312547082484067,0.9067049146039087,1.7789369973414286,0.41028205429626285,1.631734702867864,1.4473392119202366,0.7736463426885473,-0.10053648903607293,0.5624086154014359,1.4555133556551967,0.7539546719921968,1.182268981031101,2.1575816726407355,0.058149143157467886,1.8418930390486068,-0.08860637290836781,0.8694593875273522,1.2558859291227211,1.639108872899269,0.5979820614916871,0.7902927271215376,1.9921293729048468,1.272231360663655,1
1.4625636488228289,0.40004422723491495,1.9826572610767639,0.4461795974943991,1.0763569519674703,2.075926772986088,2.2412693509155197,0.17253097664444028,1.6123624923116489,0.8014362283109416,0.7057978753694995,1.040689407206211,1.2594950659182265,1.1906913208479117,1.3742306857608533,0.565316772642267,0.09491461582876837,1.4870037538566077,0.8159748124567773,0.9370985081879682,2.073259171362028,1.0378410384145775,1.5487461496666919,1.007828321109029,1.4487836745356444,0.849040899464809,0.3381888543069953,1.5774998310252542,0.7603726232332055,0.8541070686953065,1
2.1331965827032313,1.1005823473766299,2.0556333827212296,0.6081234473419804,0.7515310470647883,0.2627710689211933,1.4597863124180295,1.425456456926167,1.2943952072856764,0.7404500041224179,0.7208977707036403,0.7680153538157638,0.8521758451103203,1.2006057728096915,1.2871383752232937,0.6220533439486,1.3699647173054077,1.4108314230279781,0.6158021358761,1.3768215459018767,2.145986982725196,1.0546581577785388,1.5532428859690914,1.2893384334226488,2.3773386989377574,0.7806312756000267,0.5508104713475674,1.260106130597986,0.8039197938136379,0.8792870085125635,1
0.6561684020159471,0.46049491404800535,1.268452923874773,0.5841517261833261,0.5324733578519089,-0.20625203133458725,-0.37217446624718376,1.012909737366178,1.6743122131488317,0.5776621083753377,-0.12084425287156053,0.8272500077849771,1.4977031651964836,0.6718187011365152,1.4099633758331922,0.6127085648870783,1.8407637356062008,1.2804016987789388,0.6455085333701716,0.7945185874831748,0.1828814738242892,1.0189901851225616,1.581570050737254,0.8312120609827367,1.3260128263020121,0.8279498831112012,1.2251195856422639,2.355893599667564,0.7867339284018121,0.7076829523817154,1
1.3075251864629718,0.8719163544641786,1.4572910233186607,0.8840150613824153,0.8220591897278526,-0.11066060979507986,-0.5695390251476464,-0.2700388373959792,2.998061438252388,0.7637288172545764,0.49121339449139,0.49209181725621143,1.2660895424626122,1.44521390127208,1.3632491119402106,0.9120425582456944,-0.06738056501766554,1.7609359352305305,0.6507326608305949,-0.2056609803441295,1.2602835966731205,0.9875982944817192,1.558811912627863,0.4372611238802422,0.4045106506127043,0.8180101796842569,0.4598148599804815,0.06523102491414923,0.6649130865955446,0.6300692086692754,1
